customer_id,customer_name,dob,phone,segment,branch_id,rm_id,record_effective_date,source_update_date
278,Nguyen Thi/Van Minh,1990-06-24,0954968591,Priority,10,32,2022-03-11,2022-03-11
279,Bui Thi/Van Tuan,1988-07-09,0972816684,Priority,8,26,2022-01-22,2022-01-22
280,Pham Thi/Van Dung,1979-11-01,0944529507,Mass,3,11,2021-02-01,2021-02-01
281,Nguyen Thi/Van Nam,2000-06-21,0995728324,Mass,5,16,2023-07-19,2023-07-19
282,Dang Thi/Van Trang,1979-09-17,0934800912,Upper Mass,2,7,2020-07-29,2020-07-29
283,Bui Thi/Van Nam,1976-02-17,0969959826,Mass,1,3,2021-12-29,2021-12-29
284,Vu Thi/Van Minh,1991-02-17,0997735896,Mass,12,42,2023-01-12,2023-01-12
285,Pham Thi/Van Binh,1994-12-16,0964414096,Mass,2,7,2024-08-20,2024-08-20
286,Hoang Thi/Van Dung,1993-08-26,0939410942,Upper Mass,5,17,2020-07-01,2020-07-01
287,Bui Thi/Van Giang,1985-05-30,0983717007,Mass,12,42,2024-04-12,2024-04-12
288,Do Thi/Van Huong,1999-03-06,0920988446,Priority,4,14,2024-11-22,2024-11-22
289,Bui Thi/Van Trang,1996-07-27,0925060409,Priority,6,19,2019-09-10,2019-09-10
290,Do Thi/Van Trang,1974-01-26,0979839059,Mass,10,33,2023-12-15,2023-12-15
291,Tran Thi/Van Huong,1997-02-27,0978501420,Mass,10,35,2023-12-30,2023-12-30
292,Nguyen Thi/Van Son,1970-12-02,0917749299,Mass,9,30,2025-04-07,2025-04-07
293,Bui Thi/Van Minh,1997-06-12,0910404729,Mass,1,4,2021-06-11,2021-06-11
294,Ngo Thi/Van Chi,1967-01-13,0982633735,Upper Mass,7,24,2019-09-04,2019-09-04
295,Tran Thi/Van Thao,1966-06-04,0928176954,Mass,5,18,2023-09-18,2023-09-18
296,Vu Thi/Van Phuong,1985-02-13,0998824290,Mass,7,25,2025-01-17,2025-01-17
297,Le Thi/Van Oanh,1970-04-28,0927092236,Mass,3,11,2021-07-01,2021-07-01
298,Nguyen Thi/Van Anh,1978-05-21,0966925500,Upper Mass,8,28,2024-12-18,2024-12-18
299,Dang Thi/Van Kien,1976-02-08,0935297417,Mass,8,27,2020-04-07,2020-04-07
300,Nguyen Thi/Van Quang,1992-08-01,0923542127,Mass,1,2,2019-05-18,2019-05-18
301,Bui Thi/Van Yen,1995-02-23,0915937353,Mass,12,40,2023-07-06,2023-07-06
302,Bui Thi/Van Kien,1989-03-19,0948824283,Mass,4,12,2021-08-17,2021-08-17
303,Ngo Thi/Van Nam,1990-11-27,0929228089,Mass,10,34,2024-11-05,2024-11-05
304,Pham Thi/Van Quang,1978-06-25,0989412216,Upper Mass,5,15,2020-12-18,2020-12-18
305,Dang Thi/Van Tuan,1987-03-27,0961157708,Priority Elite,1,3,2024-11-18,2024-11-18
306,Vu Thi/Van Quang,1983-04-25,0982199509,Mass,3,10,2024-04-23,2024-04-23
307,Pham Thi/Van Kien,1978-06-29,,Priority,12,40,2025-04-22,2025-04-22
308,Dang Thi/Van Quang,1989-12-31,0944224936,Mass,9,29,2021-04-12,2021-04-12
309,Vu Thi/Van Chi,1985-03-06,0935566010,Upper Mass,6,19,2019-07-31,2019-07-31
310,Hoang Thi/Van Phuong,1995-03-22,0935254849,Priority,10,32,2025-04-08,2025-04-08
311,Pham Thi/Van Thao,1974-05-16,0912058055,Priority Elite,6,20,2021-05-17,2021-05-17
312,Pham Thi/Van Dung,1998-07-03,0937449289,Upper Mass,8,26,2023-06-13,2023-06-13
313,Pham Thi/Van Tuan,1979-06-06,0997069904,Mass,5,18,2023-01-11,2023-01-11
314,Hoang Thi/Van Linh,1981-02-18,0973013937,Mass,9,30,2022-08-04,2022-08-04
315,Pham Thi/Van Oanh,1979-01-14,0939698906,Upper Mass,7,22,2020-08-20,2020-08-20
316,Nguyen Thi/Van Linh,1989-10-27,0936332415,Mass,10,35,2022-09-13,2022-09-13
317,Pham Thi/Van Phuong,1990-07-24,0955307111,Upper Mass,4,13,2021-11-20,2021-11-20
318,Bui Thi/Van Thao,1985-09-03,0932718459,Priority,3,11,2020-07-27,2020-07-27
319,Do Thi/Van Thao,1973-04-04,0980322629,Priority Elite,9,31,2019-05-19,2019-05-19
320,Tran Thi/Van Binh,1999-04-15,0994651342,Mass,1,4,2021-08-05,2021-08-05
321,Tran Thi/Van Giang,1965-05-30,0918113477,Mass,4,14,2024-06-02,2024-06-02
322,Bui Thi/Van Anh,1965-04-19,0912244945,Mass,9,31,2024-12-08,2024-12-08
323,Hoang Thi/Van Tuan,1977-11-11,0967790557,Priority,1,5,2021-01-04,2021-01-04
324,Tran Thi/Van Dung,1988-07-10,0980659726,Mass,3,9,2021-10-30,2021-10-30
325,Vu Thi/Van Linh,2000-08-29,0964496076,Mass,7,22,2024-02-24,2024-02-24
326,Ngo Thi/Van Kien,1996-04-11,0920820219,Upper Mass,4,13,2019-05-10,2019-05-10
327,Tran Thi/Van Phuong,1982-01-05,0911268380,Mass,7,25,2020-12-02,2020-12-02
328,Tran Thi/Van Thao,2002-12-02,0922799248,Upper Mass,7,24,2024-12-03,2024-12-03
329,Nguyen Thi/Van Kien,1974-06-26,0916249441,Mass,12,42,2019-11-01,2019-11-01
330,Hoang Thi/Van Tuan,1990-04-12,0952209421,Mass,11,36,2019-03-06,2019-03-06
331,Pham Thi/Van Van,1971-06-21,0950168264,Priority,12,41,2020-10-27,2020-10-27
332,Ngo Thi/Van Kien,1990-06-03,0928783850,Mass,7,24,2019-11-18,2019-11-18
333,Do Thi/Van Oanh,1967-05-30,0920202996,Mass,2,7,2022-10-27,2022-10-27
334,Ngo Thi/Van Yen,1991-09-20,0946685332,Mass,7,24,2024-01-20,2024-01-20
335,Bui Thi/Van Kien,1980-12-17,0988634827,Mass,9,30,2023-04-06,2023-04-06
336,Tran Thi/Van Yen,1978-04-02,0945966597,Mass,4,14,2020-09-23,2020-09-23
337,Dang Thi/Van Giang,1998-03-07,0922283664,Mass,7,24,2019-01-22,2019-01-22
338,Hoang Thi/Van Son,1981-02-22,0935151299,Mass,5,15,2023-11-01,2023-11-01
339,Bui Thi/Van Tuan,1989-11-19,0922028437,Mass,9,30,2022-12-20,2022-12-20
340,Do Thi/Van Chi,1991-10-12,0911656329,Priority,10,34,2022-04-10,2022-04-10
341,Dang Thi/Van Phuong,1999-12-14,0942580349,Priority,2,8,2025-05-31,2025-05-31
342,Do Thi/Van Ha,1995-09-29,0950417154,Mass,7,23,2022-01-04,2022-01-04
343,Bui Thi/Van Giang,1967-11-03,0950232066,Mass,3,10,2024-06-06,2024-06-06
344,Tran Thi/Van Oanh,1976-04-16,0989699345,Upper Mass,4,14,2021-03-11,2021-03-11
345,Bui Thi/Van Dung,1971-01-29,0954589439,Priority Elite,5,15,2023-04-06,2023-04-06
346,Vu Thi/Van Son,1980-01-07,0990961645,Mass,7,23,2021-04-02,2021-04-02
347,Bui Thi/Van Nam,1972-12-20,0994946730,Mass,7,24,2024-07-04,2024-07-04
348,Ngo Thi/Van Kien,1979-08-15,0962738860,Priority,7,24,2023-02-04,2023-02-04
349,Tran Thi/Van Van,1973-12-18,0983833059,Upper Mass,10,33,2019-04-21,2019-04-21
350,Bui Thi/Van Huong,1984-09-01,0964914054,Priority,5,15,2024-08-07,2024-08-07
351,Le Thi/Van Minh,1975-11-10,0960598851,Upper Mass,5,16,2019-10-30,2019-10-30
352,Bui Thi/Van Yen,1986-07-01,0966143368,Upper Mass,10,35,2025-02-04,2025-02-04
353,Nguyen Thi/Van Oanh,1996-06-22,,Upper Mass,9,31,2020-03-23,2020-03-23
354,Pham Thi/Van Oanh,1972-06-18,0996574622,Upper Mass,11,36,2023-06-25,2023-06-25
355,Vu Thi/Van Quang,1969-10-02,0978541804,Mass,1,1,2024-10-25,2024-10-25
356,Do Thi/Van Van,1995-11-06,0962497139,Mass,10,33,2024-03-11,2024-03-11
357,Ngo Thi/Van Trang,1971-10-06,0949652241,Mass,6,19,2023-08-31,2023-08-31
358,Tran Thi/Van Dung,2002-04-17,0956045630,Mass,12,40,2024-02-09,2024-02-09
359,Pham Thi/Van Trang,1986-08-31,0970726434,Mass,6,20,2022-07-30,2022-07-30
360,Tran Thi/Van Minh,1967-01-03,0956047142,Mass,12,40,2020-03-23,2020-03-23
361,Le Thi/Van Kien,1988-02-24,0985141654,Mass,3,11,2023-10-13,2023-10-13
362,Bui Thi/Van Kien,2000-10-14,0998222374,Mass,7,23,2023-11-06,2023-11-06
363,Dang Thi/Van Anh,1998-01-29,0967653606,Mass,10,33,2023-05-12,2023-05-12
364,Nguyen Thi/Van Huong,1974-03-26,0982060023,Upper Mass,5,15,2021-02-04,2021-02-04
365,Vu Thi/Van Nam,1973-11-03,0975697427,Mass,8,26,2024-12-01,2024-12-01
366,Vu Thi/Van Yen,1982-06-08,0956697654,Upper Mass,10,35,2022-12-12,2022-12-12
367,Bui Thi/Van Yen,1972-09-27,0989211057,Priority,11,38,2019-12-14,2019-12-14
368,Le Thi/Van Nam,1970-04-16,0960104292,Mass,4,13,2020-08-02,2020-08-02
369,Do Thi/Van Phuong,1983-10-06,0966779304,Upper Mass,10,33,2021-01-30,2021-01-30
370,Bui Thi/Van Tuan,1996-02-09,0975718640,Upper Mass,11,37,2022-03-29,2022-03-29
371,Le Thi/Van Ha,1979-02-11,0958189421,Mass,8,28,2019-02-09,2019-02-09
372,Bui Thi/Van Giang,1973-10-02,0975998330,Mass,7,25,2023-08-30,2023-08-30
373,Bui Thi/Van Thao,1972-07-03,0939598969,Mass,2,8,2022-04-11,2022-04-11
374,Nguyen Thi/Van Linh,1975-02-01,0971380637,Mass,9,30,2025-05-05,2025-05-05
375,Bui Thi/Van Tuan,1987-12-01,0982894477,Mass,2,8,2023-02-11,2023-02-11
376,Do Thi/Van Binh,1999-02-03,0967063296,Upper Mass,12,41,2020-02-24,2020-02-24
377,Pham Thi/Van Minh,2004-03-29,0921674661,Mass,1,4,2023-12-04,2023-12-04
378,Tran Thi/Van Kien,1974-06-01,0991907952,Upper Mass,12,42,2023-10-20,2023-10-20
379,Le Thi/Van Yen,1971-04-01,0986514083,Priority,4,12,2022-12-07,2022-12-07
380,Do Thi/Van Linh,1991-10-10,0949276764,Mass,9,29,2022-03-31,2022-03-31
381,Ngo Thi/Van Linh,2003-06-28,0928198434,Priority,9,31,2023-08-13,2023-08-13
382,Nguyen Thi/Van Linh,2003-11-23,0927809465,Upper Mass,11,37,2021-10-19,2021-10-19
383,Le Thi/Van Nam,2002-03-01,0929081953,Mass,4,14,2025-06-23,2025-06-23
384,Hoang Thi/Van Quang,1981-10-30,0922494970,Upper Mass,8,26,2023-07-09,2023-07-09
385,Do Thi/Van Linh,1996-03-01,0953928023,Priority Elite,6,20,2025-07-11,2025-07-11
386,Nguyen Thi/Van Chi,1997-10-15,0958079840,Upper Mass,8,28,2019-09-17,2019-09-17
387,Do Thi/Van Phuong,1974-10-09,0953334226,Mass,7,23,2022-03-07,2022-03-07
388,Vu Thi/Van Tuan,1990-12-04,0956135950,Priority,3,11,2019-07-18,2019-07-18
389,Nguyen Thi/Van Dung,1993-02-02,0931204188,Mass,8,26,2023-12-13,2023-12-13
390,Bui Thi/Van Anh,1984-03-11,0997241147,Priority,4,14,2022-05-21,2022-05-21
391,Le Thi/Van Linh,1969-03-10,0959908025,Mass,11,38,2020-11-08,2020-11-08
392,Nguyen Thi/Van Phuong,1993-01-23,0922240547,Mass,5,16,2020-01-25,2020-01-25
393,Nguyen Thi/Van Huong,1986-05-23,0979718627,Upper Mass,2,6,2023-12-28,2023-12-28
394,Nguyen Thi/Van Anh,1996-03-15,0966682016,Priority Elite,6,19,2020-06-25,2020-06-25
395,Bui Thi/Van Chi,1975-04-10,0923747542,Upper Mass,7,22,2020-02-27,2020-02-27
396,Vu Thi/Van Oanh,2004-07-09,0927870584,Mass,5,16,2020-08-08,2020-08-08
397,Tran Thi/Van Trang,1990-04-08,,Upper Mass,1,5,2022-12-09,2022-12-09
398,Pham Thi/Van Giang,1983-06-21,0921635070,Priority,10,35,2020-02-16,2020-02-16
399,Le Thi/Van Dung,1991-06-13,0967631581,Mass,12,41,2022-07-12,2022-07-12
400,Le Thi/Van Kien,1977-06-04,0990664728,Mass,11,36,2022-03-13,2022-03-13
399,Le Thi/Van Dung,1991-06-13,0967631581,Upper Mass,12,41,2023-03-13,2023-03-13
399,Le Thi/Van Dung,1991-06-13,0967631581,Upper Mass,12,40,2024-01-22,2024-01-22
354,Pham Thi/Van Oanh,1972-06-18,0996574622,Upper Mass,2,8,2023-11-12,2023-11-12
14,Nguyen Thi/Van Phuong,1997-09-01,0935529407,Upper Mass,6,19,2026-03-11,2026-03-11
338,Hoang Thi/Van Son,1981-02-22,0935151299,,5,15,2024-09-16,2024-09-16
338,Hoang Thi/Van Son,1981-02-22,0935151299,Priority,5,15,2024-12-07,2024-12-07
155,Tran Thi/Van Dung,2003-04-04,0940667888,Mass,6,20,2023-11-13,2023-11-13
106,Dang Thi/Van Binh,1973-06-01,0976906611,Priority,9,30,2024-05-15,2024-05-15
266,Do Thi/Van Phuong,1979-01-28,0955946354,Priority,3,11,2026-06-01,2026-06-01
311,Pham Thi/Van Thao,1974-05-16,0912058055,Priority Elite,4,13,2021-11-07,2021-11-07
261,Ngo Thi/Van Thao,1976-11-29,0988319168,Upper Mass,2,8,2024-12-30,2024-12-30
261,Ngo Thi/Van Thao,1976-11-29,0988319168,Priority,2,8,2025-09-06,2025-09-06
97,Dang Thi/Van Dung,1989-06-06,0945652586,Upper Mass,4,14,2021-09-13,2021-09-13
97,Dang Thi/Van Dung,1989-06-06,0945652586,Priority,4,14,2022-02-11,2022-02-11
383,Le Thi/Van Nam,2002-03-01,0929081953,Mass,2,7,2025-09-14,2025-09-14
383,Le Thi/Van Nam,2002-03-01,0929081953,Mass,6,19,2026-04-06,2026-04-06
201,Bui Thi/Van Oanh,1989-11-16,0926733967,Priority Elite,2,8,2022-12-31,2022-12-31
201,Bui Thi/Van Oanh,1989-11-16,0926733967,Priority Elite,2,8,2023-09-05,2023-09-05
152,Nguyen Thi/Van Thao,2003-01-04,0975802771,Upper Mass,12,42,2024-12-04,2024-12-04
331,Pham Thi/Van Van,1971-06-21,0950168264,Priority,10,35,2021-08-20,2021-08-20
28,Tran Thi/Van Giang,1976-11-12,0930863865,Upper Mass,2,6,2023-03-31,2023-03-31
123,Pham Thi/Van Trang,1983-06-27,0920598952,Mass,1,2,2023-06-18,2023-06-18
254,Do Thi/Van Minh,1968-04-19,0947543473,Priority,7,22,2020-12-24,2020-12-24
254,Do Thi/Van Minh,1968-04-19,0947543473,Priority Elite,7,22,2021-08-12,2021-08-12
198,Bui Thi/Van Kien,1988-12-15,0972950208,Priority Elite,4,14,2021-11-12,2021-11-12
198,Bui Thi/Van Kien,1988-12-15,0972950208,Priority Elite,4,14,2022-06-17,2022-06-17
58,Vu Thi/Van Nam,1989-03-25,0961410126,Upper Mass,2,6,2021-08-14,2021-08-14
124,Ngo Thi/Van Kien,1987-04-29,0995618110,Upper Mass,10,33,2022-09-13,2022-09-13
256,Pham Thi/Van Yen,1987-11-03,,Mass,2,6,2023-11-24,2023-11-24
327,Tran Thi/Van Phuong,1982-01-05,0911268380,Mass,7,25,2022-04-08,2022-04-08
305,Dang Thi/Van Tuan,1987-03-27,0961157708,Priority Elite,12,40,2025-07-26,2025-07-26
37,Hoang Thi/Van Ha,2000-04-27,0915197528,Upper Mass,12,40,2025-02-23,2025-02-23
271,Vu Thi/Van Son,1994-06-05,0982286705,Mass,2,8,2023-05-09,2023-05-09
271,Vu Thi/Van Son,1994-06-05,0982286705,Upper Mass,2,8,2024-04-23,2024-04-23
7,Do Thi/Van Yen,1983-12-25,0936998038,Priority Elite,4,14,2023-08-03,2023-08-03
185,Ngo Thi/Van Tuan,2000-07-09,0986726461,Mass,6,20,2021-09-07,2021-09-07
163,Nguyen Thi/Van Ha,1977-04-05,0957113566,Priority,12,41,2020-05-25,2020-05-25
163,Nguyen Thi/Van Ha,1977-04-05,0957113566,Priority,5,16,2021-01-02,2021-01-02
68,Nguyen Thi/Van Kien,1973-12-11,0926941092,Upper Mass,1,5,2024-10-03,2024-10-03
199,Vu Thi/Van Van,1984-10-06,0977498993,Priority Elite,8,27,2025-03-25,2025-03-25
199,Vu Thi/Van Van,1984-10-06,0977498993,Priority Elite,8,27,2025-07-17,2025-07-17
292,Nguyen Thi/Van Son,1970-12-02,0917749299,Mass,7,22,2026-01-30,2026-01-30
216,Hoang Thi/Van Huong,1966-12-19,0951617680,Upper Mass,4,12,2025-06-12,2025-06-12
216,Hoang Thi/Van Huong,1966-12-19,0951617680,Upper Mass,8,27,2026-03-30,2026-03-30
188,Do Thi/Van Trang,1992-05-10,0947969333,Upper Mass,3,10,2023-08-20,2023-08-20
280,Pham Thi/Van Dung,1979-11-01,0944529507,Mass,3,11,2021-09-04,2021-09-04
280,Pham Thi/Van Dung,1979-11-01,0944529507,Upper Mass,3,11,2022-09-07,2022-09-07
350,Bui Thi/Van Huong,1984-09-01,0964914054,Priority,3,9,2025-12-07,2025-12-07
89,Nguyen Thi/Van Linh,2003-08-28,0963782042,Priority,7,22,2025-01-10,2025-01-10
89,Nguyen Thi/Van Linh,2003-08-28,0963782042,Priority,5,16,2026-02-20,2026-02-20
242,Nguyen Thi/Van Van,1976-11-15,0965913331,Priority,9,31,2020-01-27,2020-01-27
38,Pham Thi/Van Huong,2001-08-18,0940547349,Upper Mass,8,27,2022-01-05,2022-01-05
38,Pham Thi/Van Huong,2001-08-18,0940547349,Priority,8,27,2022-10-28,2022-10-28
9,Vu Thi/Van Anh,1991-05-23,0910965138,Priority,9,29,2020-02-17,2020-02-17
301,Bui Thi/Van Yen,1995-02-23,0915937353,Upper Mass,12,40,2024-11-02,2024-11-02
35,Do Thi/Van Quang,1992-11-03,0941774346,Priority,6,21,2021-04-06,2021-04-06
8,Dang Thi/Van Oanh,1984-08-26,0940158366,Upper Mass,9,30,2020-10-14,2020-10-14
8,Dang Thi/Van Oanh,1984-08-26,0940158366,Upper Mass,9,30,2021-10-07,2021-10-07
135,Le Thi/Van Kien,2003-08-02,0984801233,Priority Elite,11,39,2023-04-19,2023-04-19
111,Bui Thi/Van Thao,1975-12-08,0935583290,Mass,3,9,2025-10-07,2025-10-07
21,Nguyen Thi/Van Trang,1968-08-05,0941568532,Priority,3,9,2023-11-11,2023-11-11
31,Nguyen Thi/Van Nam,1999-08-05,0931687165,Priority Elite,3,11,2024-03-09,2024-03-09
204,Vu Thi/Van Kien,1982-04-28,0952773159,Mass,2,7,2020-11-17,2020-11-17
204,Vu Thi/Van Kien,1982-04-28,0952773159,Upper Mass,2,7,2021-09-27,2021-09-27
260,Vu Thi/Van Dung,1983-09-08,0994457912,Priority,3,10,2020-06-02,2020-06-02
147,Le Thi/Van Yen,1965-02-16,0982506491,Priority Elite,5,18,2022-03-27,2022-03-27
322,Bui Thi/Van Anh,1965-04-19,0912244945,Mass,9,31,2025-02-23,2025-02-23
257,Bui Thi/Van Trang,1985-07-02,0928761086,Priority,3,10,2023-03-09,2023-03-09
257,Bui Thi/Van Trang,1985-07-02,0928761086,Priority,9,30,2024-01-18,2024-01-18
213,Nguyen Thi/Van Oanh,2000-05-16,0998195059,Mass,7,23,2020-06-12,2020-06-12
217,Dang Thi/Van Tuan,1986-03-28,0935649468,Priority,5,16,2022-08-26,2022-08-26
206,Bui Thi/Van Son,1992-08-08,0938944689,Mass,1,1,2021-12-18,2021-12-18
206,Bui Thi/Van Son,1992-08-08,0938944689,Mass,1,3,2022-08-30,2022-08-30
43,Nguyen Thi/Van Quang,1965-01-28,0936445607,Upper Mass,6,21,2024-01-04,2024-01-04
328,Tran Thi/Van Thao,2002-12-02,0922799248,Upper Mass,5,16,2025-07-15,2025-07-15
328,Tran Thi/Van Thao,2002-12-02,0922799248,Upper Mass,10,33,2025-09-26,2025-09-26
275,Bui Thi/Van Thao,1994-03-08,0996690951,Mass,1,4,2020-12-18,2020-12-18
276,Tran Thi/Van Van,1975-06-02,0915006085,Upper Mass,9,29,2021-08-18,2021-08-18
276,Tran Thi/Van Van,1975-06-02,0915006085,Priority,9,29,2022-01-06,2022-01-06
316,Nguyen Thi/Van Linh,1989-10-27,0936332415,Upper Mass,10,35,2023-10-14,2023-10-14
79,Vu Thi/Van Linh,2004-06-28,0979340535,Upper Mass,10,32,2022-01-20,2022-01-20
143,Bui Thi/Van Kien,2003-05-17,0959302863,Priority Elite,6,19,2026-01-28,2026-01-28
346,Vu Thi/Van Son,1980-01-07,0990961645,Mass,7,24,2021-09-30,2021-09-30
159,Ngo Thi/Van Tuan,1990-03-13,0957459130,Mass,10,32,2024-11-19,2024-11-19
159,Ngo Thi/Van Tuan,1990-03-13,0957459130,Mass,10,34,2026-01-13,2026-01-13
41,Le Thi/Van Van,1976-11-28,0956397338,Priority,1,1,2023-06-21,2023-06-21
41,Le Thi/Van Van,1976-11-28,,Priority Elite,1,1,2024-06-03,2024-06-03
262,Le Thi/Van Trang,1993-03-20,,Priority,3,10,2021-07-31,2021-07-31
105,Vu Thi/Van Dung,1999-08-28,0982825679,Priority,7,22,2024-06-21,2024-06-21
80,Tran Thi/Van Kien,1997-04-20,0942255732,Priority,7,25,2025-05-07,2025-05-07
344,Tran Thi/Van Oanh,1976-04-16,0989699345,Upper Mass,1,3,2022-02-03,2022-02-03
168,Ngo Thi/Van Son,1983-07-31,0925276327,Priority Elite,5,16,2023-04-26,2023-04-26
168,Ngo Thi/Van Son,1983-07-31,0925276327,Priority Elite,5,16,2023-12-16,2023-12-16
389,Nguyen Thi/Van Dung,1993-02-02,0931204188,Upper Mass,8,26,2024-03-12,2024-03-12
361,Le Thi/Van Kien,1988-02-24,0985141654,Mass,3,9,2024-10-07,2024-10-07
325,Vu Thi/Van Linh,2000-08-29,0964496076,Mass,7,24,2025-07-01,2025-07-01
34,Vu Thi/Van Binh,1981-01-19,0923796726,Mass,4,14,2023-08-27,2023-08-27
397,Tran Thi/Van Trang,1990-04-08,0969069144,Priority,1,5,2023-12-04,2023-12-04
224,Dang Thi/Van Oanh,1988-01-07,0914179623,Mass,3,9,2021-03-09,2021-03-09
385,Do Thi/Van Linh,1996-03-01,0953928023,Priority Elite,6,20,2026-04-20,2026-04-20
30,Do Thi/Van Thao,1976-04-07,0947135391,Upper Mass,1,5,2019-11-26,2019-11-26
126,Tran Thi/Van Son,1980-07-02,0966949781,Upper Mass,4,14,2022-10-30,2022-10-30
126,Tran Thi/Van Son,1980-07-02,0966949781,Priority,4,14,2023-10-26,2023-10-26
45,Do Thi/Van Minh,1994-12-01,0949682169,Mass,7,24,2025-10-23,2025-10-23
223,Nguyen Thi/Van Oanh,1992-07-31,0917698469,Upper Mass,7,22,2020-04-02,2020-04-02
60,Pham Thi/Van Quang,1982-06-22,0987267850,Priority,10,32,2024-03-26,2024-03-26
60,Pham Thi/Van Quang,1982-06-22,0987267850,Priority,10,34,2024-08-26,2024-08-26
233,Bui Thi/Van Anh,1981-03-10,0984040798,Mass,9,31,2020-12-05,2020-12-05
233,Bui Thi/Van Anh,1981-03-10,0984040798,Mass,3,10,2021-03-28,2021-03-28
314,Hoang Thi/Van Linh,1981-02-18,0973013937,Upper Mass,9,30,2022-11-11,2022-11-11
314,Hoang Thi/Van Linh,1981-02-18,0973013937,Upper Mass,3,11,2023-07-06,2023-07-06
312,Pham Thi/Van Dung,1998-07-03,0937449289,Upper Mass,8,28,2024-10-05,2024-10-05
29,Hoang Thi/Van Yen,1974-06-13,0995125977,Mass,8,26,2023-02-23,2023-02-23
29,Hoang Thi/Van Yen,1974-06-13,0995125977,Upper Mass,8,26,2023-09-06,2023-09-06
379,Le Thi/Van Yen,1971-04-01,0986514083,,4,12,2024-01-25,2024-01-25
90,Tran Thi/Van Van,1993-03-27,0985543051,Upper Mass,11,36,2022-12-06,2022-12-06
62,Do Thi/Van Yen,1974-11-23,0975181765,Upper Mass,8,26,2019-06-28,2019-06-28
62,Do Thi/Van Yen,1974-11-23,0975181765,Upper Mass,12,41,2020-03-11,2020-03-11
375,Bui Thi/Van Tuan,1987-12-01,0982894477,Mass,7,24,2023-11-09,2023-11-09
71,Tran Thi/Van Van,1966-02-25,0936619372,Upper Mass,5,18,2020-07-17,2020-07-17
71,Tran Thi/Van Van,1966-02-25,0936619372,Upper Mass,10,33,2021-11-13,2021-11-13
6,Do Thi/Van Giang,1970-10-05,0932162965,Priority Elite,11,39,2022-10-08,2022-10-08
84,Pham Thi/Van Nam,1970-05-13,0934850391,Priority Elite,12,42,2021-09-21,2021-09-21
255,Le Thi/Van Dung,1982-09-02,0959070856,Priority,6,20,2021-02-22,2021-02-22
178,Do Thi/Van Dung,1988-10-20,0956892354,Priority Elite,9,29,2023-08-01,2023-08-01
268,Hoang Thi/Van Kien,1978-05-09,0975632882,Upper Mass,5,15,2022-12-11,2022-12-11
265,Nguyen Thi/Van Giang,1988-04-08,0998882576,Mass,10,35,2024-08-28,2024-08-28
265,Nguyen Thi/Van Giang,1988-04-08,0998882576,Upper Mass,10,35,2025-10-22,2025-10-22
133,Le Thi/Van Huong,1970-12-06,0946578001,Priority,9,30,2021-12-03,2021-12-03
86,Tran Thi/Van Huong,1978-04-16,0911898961,,4,13,2025-10-05,2025-10-05
86,Tran Thi/Van Huong,1978-04-16,0911898961,Priority,4,13,2025-12-31,2025-12-31
191,Vu Thi/Van Chi,1991-02-21,0951638598,Priority Elite,11,37,2023-11-06,2023-11-06
65,Bui Thi/Van Ha,1967-04-04,0971028710,Mass,5,17,2023-10-21,2023-10-21
138,Vu Thi/Van Yen,1974-12-06,0972312933,Upper Mass,4,12,2022-12-12,2022-12-12
138,Vu Thi/Van Yen,1974-12-06,0972312933,Upper Mass,10,35,2023-03-07,2023-03-07
61,Bui Thi/Van Anh,1980-10-12,,Priority,1,4,2025-04-10,2025-04-10
16,Do Thi/Van Dung,1967-04-09,0941726318,Priority Elite,11,39,2021-06-10,2021-06-10
172,Le Thi/Van Phuong,1988-11-21,0999663907,Priority,12,40,2023-04-09,2023-04-09
220,Do Thi/Van Linh,2000-12-09,0967795113,Mass,2,7,2021-06-05,2021-06-05
140,Tran Thi/Van Kien,2004-10-19,0959796322,Upper Mass,9,29,2025-11-19,2025-11-19
269,Bui Thi/Van Oanh,1990-02-22,0986970753,Mass,8,27,2026-05-09,2026-05-09
33,Nguyen Thi/Van Oanh,1991-02-17,0915614174,Upper Mass,9,29,2022-12-28,2022-12-28
33,Nguyen Thi/Van Oanh,1991-02-17,0915614174,Upper Mass,9,30,2024-01-20,2024-01-20
358,Tran Thi/Van Dung,2002-04-17,0956045630,Mass,6,19,2024-10-15,2024-10-15
40,Do Thi/Van Phuong,1995-06-26,0925480907,Priority Elite,8,27,2022-02-25,2022-02-25
308,Dang Thi/Van Quang,1989-12-31,0944224936,Mass,10,32,2021-10-04,2021-10-04
234,Ngo Thi/Van Chi,1967-12-14,0974245343,Priority Elite,5,15,2026-02-11,2026-02-11
88,Tran Thi/Van Anh,1990-10-02,0955728776,Mass,5,18,2021-01-25,2021-01-25
353,Nguyen Thi/Van Oanh,1996-06-22,,Upper Mass,9,31,2020-03-23,2020-03-23
254,Do Thi/Van Minh,1968-04-19,0947543473,Priority Elite,7,22,2021-08-12,2021-08-12
233,Bui Thi/Van Anh,1981-03-10,0984040798,Mass,9,31,2020-06-15,2020-06-15
63,Dang Thi/Van Nam,1995-01-02,0972732043,Upper Mass,11,39,2020-06-06,2020-06-06
